food_name|serving_size|serving_size_unit|description|energy|energy_unit|protein|protein_unit|total_fat|total_fat_unit|saturated_fat|saturated_fat_unit|dietary_fibre|dietary_fibre_unit|carbohydrate|carbohydrate_unit|cholesterol|cholesterol_unit|sodium|sodium_unit
Oatmeal Raisin Cookies, Subway|45|g||199.8|kcal|3.15|g|8.1|g|3.9|g|1|g|30|g|14.85|mg|170.1|mg
Ocean Catch Pizza, Pizza Hut|80|g||171.2|kcal|10.64|g|7.12|g|2.96|g|1.84|g|16.24|g|19.04|mg|452|mg
Octopus ball, fried|30|g|Takopachi|57|kcal|1.98|g|3.06|g|0.93|g|0.54|g|5.37|g|6|mg|136.5|mg
Octopus, nugget, deep fried|10|g||16.2|kcal|1.54|g|0.57|g|0.09|g|0.21|g|1.23|g|1.7|mg|65|mg
Octopus, raw|226.7|g||152.43|kcal|27.72|g|1.93|g|0.42|g|||4.09|g|89.23|mg|427.56|mg
Oil based dressing|47|g|Balsamic vinaigrette, pomegranate dressing, pesto vinaigrette|145.23|kcal|0.56|g|13.11|g|1.84|g|0.24|g|6.3|g|||265.55|mg
Oil, MUFA, unspecified type|12|g||106.44|kcal|||12|g|1.5|g|||||||0.28|mg
Oil, PUFA, unspecified type|12|g||106.2|kcal|||12|g|1.47|g|||||||0.14|mg
Oil, SFA, unspecificed type|12|g||107.58|kcal|0.08|g|11.92|g|7.18|g|||||15.36|mg|38.34|mg
Oil, blended|15|g||135|kcal|||15|g|6.15|g|||||||1.8|mg
Oil, blended (HCS)|15|g|Samples included oil blended with canola|134.1|kcal|||14.91|g|4.17|g|||||||0.15|mg
Oil, blended (Healthier Hawker)|5|g|Ave of 3 brands: Afiat, OKI, Sotong|44.85|kcal|||4.98|g|1.67|g|||||||0.6|mg
Oil, canola|15|g||135|kcal|||15|g|1.08|g||||||||
Oil, canola and olive blend|5|g|85% canola oil and 15% extra virgin olive oil|41.5|kcal|||4.6|g|0.35|g||||||||
Oil, canola and sunflower blend|14|g||126|kcal|||14|g|1.12|g||||||||
Oil, chilli|15|g||67.5|kcal|||15|g|5.53|g||||||||
Oil, coconut|12|g||107.04|kcal|||11.89|g|9.9|g||||||||
Oil, corn|15|g|Edible oil obtained from the kernel of corn or maize|132.78|kcal|||15|g|1.98|g||||||||
Oil, garlic, pure|15|g||133.65|kcal|||14.85|g|2.25|g|||||||0.08|mg
Oil, grapeseed|18|g||159.12|kcal|||18|g|2.05|g||||||||
Oil, olive|5|g|85% canola oil and 15% extra virgin olive oil|41.5|kcal|||4.6|g|0.35|g||||||||
Oil, palm crude|15|g||135|kcal|||15|g|6.79|g||||||||
Oil, palm olein|15|g||135|kcal|||15|g|6.79|g|||||||0.75|mg
Oil, peanut|15|g|Groundnut oil|132.78|kcal|||15|g|2.72|g||||||||
Oil, polyunsaturated, blended|15|g||135|kcal|||15|g|1.82|g||||||||
Oil, safflower|15|g|Edible oil extracted from the seeds of the safflower plant|132.78|kcal|||15|g|1.41|g||||||||
Oil, sesame|15|g||135|kcal|||15|g|2.13|g|||||||2.4|mg
Oil, soya bean|15|g|Soya oil|132.78|kcal|||15|g|2.2|g||||||||
Oil, sunflower|14|g||126|kcal|||14|g|1.12|g||||||||
Oil, sunflower and olive blend|14|g||115.78|kcal|||12.87|g|1.5|g||||||||
Oil, thyme|15|g||133.65|kcal|||14.85|g|2.25|g|||||||0.15|mg
Okonomiyaki|323|g|Pancake, noodles, seafood and garnish|470.61|kcal|20.35|g|25.16|g|7.53|g|8.72|g|40.7|g|||1456.73|mg
Okra tempura|23|g|Japanese style, okra coated with eggs and flour, deep-fried|55.43|kcal|0.71|g|4.53|g|2.02|g|0.67|g|2.92|g|||6.9|mg
Okra, boiled|10.6|g||2.33|kcal|0.2|g|0.02|g|0|g|0.27|g|0.48|g|||0.64|mg
Okra, raw|13.2|g||3.65|kcal|0.2|g|0.01|g|0|g|0.38|g|0.69|g|||3.52|mg
Okra, stuffed with mackerel (Malay)|196.94|g||177.25|kcal|7.68|g|14.97|g|9.45|g|2.8|g|2.7|g|25.86|mg|409.24|mg
Olive Fried Rice|412|g|Rice, cucumber, parsley, vegetables, cashew nuts, diced meat and lemon juice|766.32|kcal|16.48|g|25.01|g|8.98|g|13.6|g|118.66|g|||1380.2|mg
Olive, black|5.4|g||9.35|kcal|0.06|g|1|g|0.14|g|0.1|g|0.03|g|||2.16|mg
Olive, preserved|17|g|ka na|33.85|kcal|0.06|g|0.04|g|0.01|g|1.72|g|8.35|g|||63.31|mg
Omelette with long beans, minced pork and prawn|101.6|g||208.19|kcal|11.88|g|17.59|g|5.54|g|2|g|0.6|g|241.27|mg|688.85|mg
Omelette with onion|248|g||674.56|kcal|20.58|g|58.28|g|20.19|g|5.95|g|16.86|g|322.4|mg|1230.08|mg
Omelette with prawn and green onion|181|g||637.66|kcal|24.22|g|59.97|g|23.67|g|||0.27|g|449.42|mg|330.69|mg
Omelette, oyster|262|g||668.1|kcal|18.6|g|51.09|g|20.7|g|0|g|33.54|g|366.8|mg|772.9|mg
Omelette, plain|24|g||39.69|kcal|2.93|g|3.14|g|1.25|g|||||97.68|mg|34.8|mg
Omelette, with sharksfin, crabmeat, beansprouts|331|g|also with onions and carrots|625.59|kcal|35.38|g|51.93|g|20.46|g|||4.17|g|322.06|mg|495.18|mg
Omelette, yolk free egg mix, pan fried in butter|120|g||205.35|kcal|12.72|g|15.36|g|5.88|g|||4.68|g|12|mg|226.8|mg
Omu rice|646|g|Rice, egg, chicken katsu, curry, pickles, curry sauce|1124.04|kcal|55.56|g|64.34|g|28.23|g|4.52|g|80.75|g|||2551.7|mg
Onion bhaji|148|g|Deep fried onion dough|486.92|kcal|13.91|g|29.16|g|12.3|g|3.26|g|42.33|g|||646.76|mg
Onion omelette|248|g||674.56|kcal|20.58|g|58.28|g|20.19|g|5.95|g|16.86|g|322.4|mg|1230.08|mg
Onion powder|2.4|g||8.33|kcal|0.24|g|0.02|g|0|g|0.14|g|1.94|g|||1.3|mg
Onion prata|127|g|Layered unleavened Indian bread, with onion and egg, cooked on hot plate, with ghee|303.53|kcal|11.18|g|14.1|g|6.69|g|3.94|g|33.15|g|209.55|mg|429.26|mg
Onion rings, large, Burger King|144|g||478.08|kcal|5.76|g|26.91|g|12.06|g|4.59|g|49.75|g|2.88|mg|692.64|mg
Onion rings, medium, Burger King|96|g||318.72|kcal|3.84|g|17.94|g|8.04|g|3.11|g|33.12|g|1.92|mg|461.76|mg
Onion rings, small, Burger King|54|g||179.28|kcal|2.16|g|10.09|g|4.52|g|1.71|g|18.67|g|1.08|mg|259.74|mg
Onion, large, raw, peeled|177|g|Bawang besar; Cream Gold|53.77|kcal|3.01|g|0.18|g|0|g|3.72|g|8.14|g|||19.47|mg
Onion, shallot, raw, peeled|13|g||8.06|kcal|0.16|g|||||0.08|g|1.86|g|||1.56|mg
Onion, small, pickled|8.4|g||6.72|kcal|0.04|g|0.01|g|0|g|0.11|g|1.62|g|||18.65|mg
Orange|407|g|Carrot, green apple, orange - mixed juice|65.12|kcal|0.81|g|||||||15.06|g|||86.69|mg
Orange and mango juice drink|263|g|Commercially prepared product made from 30% orange juice, 5% mango juice or puree, water and sugars. Vitamin C added.|117.04|kcal|0.53|g|||||0.26|g|29.72|g|||5.26|mg
Orange flavour drink, breakfast type, fortified, powder|24|g||92.64|kcal|0.02|g|0.02|g|0.02|g|||23.69|g|||4.08|mg
Orange flavoured soft drink|330|g|Soft drink, orange flavour, carbonated|165.79|kcal|||||||||42.9|g|||46.2|mg
Orange juice|407|g|Carrot, green apple, orange - mixed juice|65.12|kcal|0.81|g|||||||15.06|g|||86.69|mg
Orange juice, fortified with calcium|250|g|Orange juice not from concentrate; also fortified with vitamin D|97.5|kcal|1.5|g|||||1|g|23|g|||10|mg
Orange juice, frozen concentrate, unsweetened, undiluted|284|g||451.56|kcal|6.82|g|0.57|g|0.06|g|2.27|g|108.49|g|||8.52|mg
Orange juice, home squeezed|250|g||82.5|kcal|1.25|g|0.25|g|||0.5|g|18.25|g|||15|mg
Orange, navel, washington, raw|158|g|Round seedless orange with medium to thick peel. Juice content is generally greater than 40%.|52.97|kcal|1.34|g|0.12|g|||3.41|g|9.73|g|||3.65|mg
Orange, peel, dried|15|g|chen pi|41.69|kcal|1.2|g|0.21|g|0.06|g|3.11|g|8.74|g|||3.15|mg
Orange, valencia, raw|235|g|Medium sized fruit with seeds and thin rind.|61.47|kcal|1.5|g|0.17|g|||3.84|g|11.51|g|||3.34|mg
Oregano, dried|4.5|g||13.77|kcal|0.5|g|0.46|g|0.12|g|1.93|g|2.23|g|||0.68|mg
Original Whopper Burger with cheese, Burger King|340|g||850|kcal|37.4|g|52.12|g|19.66|g|3.4|g|53.38|g|98.6|mg|1394|mg
Original Whopper Burger, Burger King|327|g||761.91|kcal|35.97|g|41.99|g|13.9|g|5.89|g|54.77|g|98.1|mg|958.11|mg
Original Whopper Junior Burger with Cheese, Burger King|185|g||462.5|kcal|20.35|g|28.36|g|10.7|g|1.85|g|29.05|g|46.25|mg|775.15|mg
Original Whopper Junior Burger, Burger King|180|g||419.4|kcal|19.8|g|23.11|g|7.65|g|3.24|g|30.15|g|46.8|mg|558|mg
Original yoghurt, small, no topping|159|g|Yoghurt|162.18|kcal|5.25|g|2.43|g|1.75|g|0.48|g|29.89|g|||86.02|mg
Ostrich meat, boiled, unspecified cut|163|g|Boiled ostrich meat|254.28|kcal|52.97|g|3.91|g|1.09|g|||1.47|g|110.84|mg|52.16|mg
Ostrich meat, raw, unspecified cut|271|g|Raw ostrich meat|265.58|kcal|55.01|g|4.06|g|1.22|g|||2.17|g|84.01|mg|205.96|mg
Ostrich, loin, raw|90|g||110.7|kcal|19.89|g|2.88|g|0.92|g|||||72|mg|77.4|mg
Otak|29|g|Otar; otah|28.42|kcal|1.68|g|1.86|g|1.57|g|0.81|g|1.22|g|15.08|mg|202.71|mg
Otak, shrimp|40|g|Shrimp Otak|62.72|kcal|4.02|g|3.34|g|2.52|g|0.38|g|4.15|g|17.76|mg|210.88|mg
Otak, sotong|32|g|Otah, Sotong;|55.68|kcal|3.84|g|3.39|g|2.34|g|0.54|g|2.5|g|19.52|mg|188.16|mg
Ovaltine powder|8|g||25.37|kcal|0.92|g|0.23|g|0.14|g|||5.07|g|0.8|mg|13.6|mg
Oven Roasted Chicken Breast Salad, Subway|358|g|Made with Chicken Strips. 6 g of Fat or Less. Values include lettuce, tomatoes, onions, green peppers, pickles, olives and carrots. Values do not include salad dressing.|136.04|kcal|17.9|g|2.61|g|0.72|g|4.01|g|10.99|g|50.12|mg|282.82|mg
Ox, heart|328|g||396.67|kcal|62.32|g|16.4|g|5.58|g|||||459.2|mg|91.84|mg
Ox, kidney|256|g||227.61|kcal|40.96|g|6.91|g|2.82|g|||||1024|mg|430.08|mg
Ox, liver|283|g||376.07|kcal|59.43|g|10.75|g|3.96|g|||10.19|g|764.1|mg|65.09|mg
Ox, lung|56|g||43.1|kcal|8.79|g|0.06|g|0.03|g|||1.79|g|171.36|mg|63.84|mg
Ox, maw|1179|g||1473.75|kcal|338.37|g|12.97|g|7.07|g|||||1226.16|mg|601.29|mg
Ox, tail, raw|120.86|g||186.12|kcal|10.51|g|16.2|g|6.71|g|||||36.86|mg|49.55|mg
Ox, tail, simmered|78|g||156.98|kcal|9.82|g|13.26|g|5.47|g|||||26.69|mg|23.98|mg
Oyakodon|592|g|Rice, chicken, seaweed, egg, onion, vegetables and mushroom|799.2|kcal|47.36|g|22.02|g|8.23|g|2.96|g|103.01|g|||1675.36|mg
Oyster dinner, Long John Silver's|1|g||2.2|kcal|0.05|g|0.13|g|0.05|g|0|g|0.22|g|0.15|mg|2.12|mg
Oyster mee sua|467|g|Mee sua, oyster, gravy|186.8|kcal|11.68|g|4.06|g|1.77|g|2.8|g|26.15|g|||1606.48|mg
Oyster pancake, foo chow style|75|g|Dough filled with oyster flesh, green onions, deep-fried|233.25|kcal|6.9|g|15.98|g|6.98|g|1.13|g|15.52|g|14.25|mg|354|mg
Oyster sauce|73.01|g||141.13|kcal|13.19|g|8.86|g|2.9|g|1.18|g|2.15|g|40.45|mg|433.68|mg
Oyster sauce (HCS)|15|g||12.3|kcal|0.41|g|||||0.02|g|2.67|g|||395.55|mg
Oyster sauce, vegetarian|443|g||540.46|kcal|9.75|g|0.44|g|0.22|g|4.43|g|124.48|g|||14858.22|mg
Oyster, dried|4|g||14.2|kcal|1.91|g|0.37|g|0.2|g|||0.8|g|4.92|mg|31.16|mg
Oyster, extract|345|g|Extract from oyster|210.45|kcal|21.74|g|||||||30.71|g|||20458.5|mg
Oyster, raw|79|g||29.27|kcal|2.84|g|0.55|g|0.08|g|1.66|g|3.24|g|||4.74|mg
Oyster, smoked, canned in oil, drained|6|g|Oysters (flesh only), preserved by smoking and canning in edible oil (generally cottonseed oil) and salt. Drained of excess oil. Average contents per can 83% solids.|10.61|kcal|1.04|g|0.72|g|0.2|g|||0.42|g|4.56|mg|23.46|mg
Paal kova|37|g|Indian snack made from milk and sugar|160.95|kcal|2.7|g|5.66|g|3.22|g|0.41|g|24.75|g|3.7|mg|29.97|mg
Pacific Organic Free Range Chicken Broth|15|g||0.63|kcal|0.12|g|||||||0.06|g|||4.38|mg
Pacific low sodium organic free range chicken broth|15|g||0.63|kcal|0.12|g|||||||0.06|g|||4.38|mg
Packing liquid, artificially sweetened|260|g||62.76|kcal|0.52|g|||||||14.82|g|||7.8|mg
Packing liquid, pear juice|260|g||111.85|kcal|1.04|g|||||||27.04|g|||18.2|mg
Packing syrup|260|g|Syrup made from water and sugar, used in canned fruit salad|128.75|kcal|0.52|g|||||0.52|g|30.16|g|||7.8|mg
Packing syrup, heavy|270|g|Syrup made from water and sugar, used in canned fruit salad.|217.03|kcal|0.54|g|||||||54.81|g|||5.4|mg
Pad thai|404|g|Noodles, thai restuarant style|844.36|kcal|39.19|g|45.65|g|10.91|g|7.68|g|66.26|g|262.6|mg|2464.4|mg
Painted sweetlip, raw|218|g||77.8|kcal|18.56|g|0.19|g|||||0.47|g|||78.74|mg
Pak kei, dried|3|g|bei qi|7.35|kcal|0.4|g|0.04|g|||0.81|g|1.45|g|||1.02|mg
Pak tong koh|60|g|Steamed white confectionary made with flour and sugar.|100.2|kcal|0.84|g|0.24|g|||0.24|g|23.64|g|||28.2|mg
Palm, seed, preserved|574|g|Palm seeds preserved in heavy syrup|596.96|kcal|0.75|g|1.44|g|0.01|g|13.66|g|145.23|g|||223.29|mg
Pan fried tapioca cake|147|g|Tapioca cake,Cake, tapioca, pan fried|370.73|kcal|1.66|g|10.16|g|5.67|g|3.75|g|68.18|g|6.32|mg|45.57|mg
Pan pizza, crust only|50|g||158|kcal|3.95|g|4.9|g|0.94|g|1.35|g|24.5|g|||179|mg
Pan-fried turnip cake|23|g||61.64|kcal|0.71|g|3.73|g|1.41|g|0.41|g|6.35|g|4.14|mg|139.61|mg
Pancake, home prepared|80|g|Batter made in the home from milk, flour and egg poured onto buttered hotplate, cooked|182.78|kcal|6.32|g|6.24|g|3.28|g|1.52|g|24.56|g|34.4|mg|73.6|mg
Pandan bread, enriched|28|g|Pandan flavoured bread slices|74.76|kcal|3.39|g|0.9|g|0.42|g|0.9|g|13.27|g|||94.64|mg
Pandan chiffon cake|41|g|Green spongy cake made with pandon flavoring, baked.|135.26|kcal|3.32|g|7.01|g|3.16|g|0.9|g|14.72|g|43.05|mg|74.21|mg
Pandan leaf, raw|5|g||2.75|kcal|0.1|g|0.04|g|||0.26|g|0.51|g||||
Paneer pakora|63|g|Fried cottage cheese (freshly made with fresh milk), coated with begal gram flour and chili powder|182.7|kcal|7.88|g|13.42|g|6.3|g|2.14|g|7.69|g|15.75|mg|125.37|mg
Papa alfredo bolognese italian pasta sauce vegetarian|15|g||10.5|kcal|0.56|g|0.44|g|0.02|g|0.45|g|1.49|g|||25.2|mg
Papadum|6|g|Indian wafers made from dhal flour, deep-fried|30.46|kcal|0.89|g|2.15|g|0.95|g|0.44|g|1.89|g|||125.1|mg
Papadum, raw|6|g||22.26|kcal|1.53|g|0.2|g|0.06|g|1.12|g|2.48|g|0.24|mg|104.7|mg
Papaya|225|g|Betik; pawpaw,Papaya, raw, peeled|76.43|kcal|0.9|g|0.23|g|||5.18|g|15.53|g|||15.75|mg
Papaya juice|385|g|Juice, papaya, fresh|80.85|kcal|1.54|g|0.15|g|0|g|2.7|g|18.1|g|||42.35|mg
Papaya milkshake|350|g|Milk shake, papaya|112|kcal|3.5|g|4.9|g|3.12|g|2.1|g|13.3|g|17.5|mg|38.5|mg
Papaya shoots, raw|27.66|g||1.86|kcal|0.65|g|0.05|g|0|g|0.12|g|0.95|g|||0.35|mg
Papaya, candied|10|g||35.2|kcal|0.1|g|0.06|g|||||8.56|g|||5|mg
Papaya, exotica, Hawaii|252|g||148.77|kcal|2.52|g|0.25|g|0.08|g|2.02|g|34.02|g|||5.04|mg
Paper thosai|50|g|Fried indian bread, thin and crispy|152.5|kcal|3.2|g|5.4|g|2.75|g|1.35|g|22.9|g|||218.5|mg
Paper wrapped chicken|90|g|Deep fried paper wrapped chicken|173.05|kcal|15.94|g|11.42|g|3.97|g|||1.78|g|117.65|mg|342.68|mg
Paprika, oleoresin|6.9|g||5.67|kcal|||0.68|g|0.13|g|||||||0.69|mg
Paprika, powder|6.9|g||19.94|kcal|1.02|g|0.89|g|0.14|g|1.44|g|3.85|g|||2.34|mg
Parathas|46.4|g|Parathas, plain|137.34|kcal|3.43|g|5.15|g|3.09|g|1.86|g|19.3|g|19.02|mg|178.18|mg
Parfait|345|g|Green tea ice cream, red bean, mochi|376.05|kcal|8.63|g|10.38|g|7.83|g|2.76|g|62.45|g|||221.49|mg
Parsley, Chinese, fresh|2|g|yuan sui|0.5|kcal|0.03|g|0.01|g|||0.02|g|0.08|g|||0.44|mg
Parsley, dried|.5|g||1.46|kcal|0.13|g|0.03|g|0|g|0.13|g|0.12|g|||2.26|mg
Paru goreng|49|g|Beef lung, FR, Malay style|120.39|kcal|12.99|g|7.6|g|2.01|g|||0|g|130.83|mg|258.23|mg
Passion fruit|35|g||17.65|kcal|0.4|g|0.13|g|0.01|g|1.89|g|4.26|g|||5.1|mg
Pasta, egg, boiled, without salt|200|g|The dough is made by combining wheat flour or semolina (preferrably durum wheat) with eggs. Cooked in boiling water without added salt, fat or oil, until soft to the bite.|287.56|kcal|11.4|g|1.2|g|0.2|g|3.8|g|54.8|g|||6|mg
Pasta, egg, dried, raw|45|g||159.22|kcal|5.72|g|0.68|g|0.14|g|1.17|g|31.41|g|8.1|mg|5.85|mg
Pasta, marinara|230|g|Cooked pasta, typically with seafood sauce as served in Australian restaurants serving Italian style food.|319.7|kcal|21.85|g|11.04|g|1.61|g|4.37|g|30.59|g|98.9|mg|604.9|mg
Pasta, spinach, boiled, without salt|200|g|The dough is made by combining white wheat flour or semolina (preferrably durum wheat) with water and spinach. Cooked in boiling, unsalted water (10-12 minutes), until soft to the bite.|265.08|kcal|7.6|g|0.8|g|||2.8|g|54.6|g|||30|mg
Pasta, spinach, dried, raw|35|g|The dough is made by combining wheat flour or semolina (preferrably durum wheat) with water and spinach. The dough is then dried prior to packaging.|127.69|kcal|4.17|g|0.45|g|0.07|g|1.54|g|25.58|g|||13.3|mg
Pasta, white, boiled|220|g||307.36|kcal|9.24|g|0.66|g|0.22|g|4.62|g|62.48|g|||6.6|mg
Pasta, white, dried|100|g|The dough is made by combining wheat flour or semolina (preferably durum semolina) with water. The dough is then dried before packaging and sale.|334.44|kcal|10|g|1.4|g|0.2|g|3.2|g|67.6|g|||5|mg
Pasta, wholemeal, boiled|375|g||489.36|kcal|21.75|g|3|g|0.75|g|21.38|g|92.25|g|||18.75|mg
Pasta, wholemeal, dried|144|g||458.43|kcal|18.58|g|3.17|g|0.72|g|16.56|g|87.26|g|||15.84|mg
Paste, black sesame, commercial|385|g||365.75|kcal|5.01|g|12.32|g|2|g|2.31|g|58.91|g|19.25|mg|3.85|mg
Paste, buah keluak|232|g||361.92|kcal|11.6|g|25.75|g|7.68|g|14.38|g|21.34|g|20.88|mg|6762.8|mg
Paste, chicken rice (HCS)|200|g||458|kcal|7|g|35|g|10.18|g|3|g|28.6|g|||3646|mg
Paste, curry, commercial|373.63|g|Thick orange yellow to red curry paste mixture filled with an abundance of exotic spices.|379.27|kcal|19.43|g|18.01|g|2.43|g|36.91|g|34.86|g|4.33|mg|4863.84|mg
Paste, hainanese chicken rice|203|g||714.56|kcal|7.11|g|62.32|g|12.26|g|3.25|g|31.26|g|||8696.52|mg
Paste, hot szechuan|191|g||255.94|kcal|8.21|g|13.75|g|2.33|g|8.21|g|24.83|g|||20532.5|mg
Paste, laksa, commercial|270|g||982.8|kcal|27.81|g|85.05|g|36.29|g|8.1|g|26.19|g|91.8|mg|6169.5|mg
Paste, mee rebus|225|g||821.25|kcal|25.65|g|69.08|g|20.52|g|11.25|g|24.75|g|54|mg|8550|mg
Paste, mee siam, commercial|365|g||938.05|kcal|8.03|g|54.75|g|20.37|g|0.37|g|103.66|g|43.8|mg|9760.1|mg
Paste, plum|19|g||46.17|kcal|0.49|g|0.11|g|||1.5|g|10.64|g|||0.76|mg
Paste, rendang|201|g||828.12|kcal|9.65|g|86.03|g|34.55|g|4.22|g|4.02|g|||7045.05|mg
Paste, tomato, with salt added|262|g||214.84|kcal|9.62|g|1.44|g|0.2|g|10.74|g|50.57|g|||2069.8|mg
Paste, tomato, without salt added|16.4|g||13.45|kcal|0.6|g|0.09|g|0.01|g|0.67|g|3.17|g|||14.43|mg
Pastry, puff, commercial, raw|170|g||615.97|kcal|9.35|g|37.91|g|20.4|g|2.72|g|59.84|g|42.5|mg|741.2|mg
Pastry, red bean, sweet|46.75|g||213.65|kcal|3.18|g|12.01|g|4.93|g|0.61|g|23.23|g|10.29|mg|8.88|mg
Pastry, shortcrust, commercial, baked|155|g|Pastry, shortcrust, commercial, baked|757.59|kcal|11.16|g|46.5|g|25.42|g|3.1|g|74.25|g|55.8|mg|709.9|mg
Pastry, shortcrust, commercial, raw|180|g|Pastry, shortcrust, commercial, raw|745.98|kcal|10.62|g|45.72|g|24.12|g|3.96|g|73.8|g|50.4|mg|705.6|mg
Pastry, snow white|22|g|Wen piar koh|75.46|kcal|0.75|g|0.11|g|||0.07|g|17.89|g|||46.42|mg
Pate de foie|35|g|Meat paste commonly containing chicken liver, pork, salt, herbs, spices, flavours, sodium nitrite, food acid, water added.|96.63|kcal|5.74|g|7.98|g|2.66|g|0.49|g|0.42|g|51.45|mg|312.9|mg
Payasam|507.5|g|Sago based pudding served with evaporated milk, raisins and cashew nut|550.68|kcal|8.12|g|0.51|g|0.01|g|30.96|g|127.89|g|||0.01|mg
Pea pilaf|361|g|Pulao rice, green peas, onions, cooked in hot water and ghee|555.94|kcal|13|g|11.19|g|6.14|g|10.83|g|100.72|g|28.88|mg|646.19|mg
Pea shoot, raw|90|g||33.3|kcal|5.58|g|0.36|g|0.1|g|1.62|g|1.98|g|||9|mg
Peach|9|g||2.52|kcal||||||||||||||
Peach, canned artificially in sweetened liquid|250|g|Peaches canned in artificially sweetened liquid|68.78|kcal|1.25|g|||||3.25|g|13.25|g|||10|mg
Peach, canned in pear juice|260|g|Peaches canned in pear juice|116.95|kcal|1.56|g|||||3.64|g|22.1|g|||20.8|mg
Peach, canned in pear juice, drained|210|g|Canned peaches, drained of pear juice prior to analysis.|99.48|kcal|1.68|g|0.21|g|||4.41|g|17.64|g|||14.7|mg
Peached Puree, Frozen|435|g||191.4|kcal|3.91|g|||||7.83|g|42.19|g|||134.85|mg
Peaches, dried, sulfured, uncooked|160|g||382.4|kcal|5.78|g|1.22|g|0.13|g|13.12|g|85.01|g|||11.2|mg
Peanut Butter Cookies, Subway|45|g||220.05|kcal|4.05|g|12|g|5.1|g|1|g|26|g|14.4|mg|199.8|mg
Peanut and pork porridge|550|g||398.75|kcal|22.72|g|18.21|g|4.79|g|2.7|g|36.08|g|40.92|mg|727.65|mg
Peanut and sweet corn dessert|209|g|Dessert, peanut and sweet corn|177.65|kcal|4.18|g|7.32|g|1.78|g|1.88|g|23.62|g|||179.74|mg
Peanut butter|12|g|Crackers with peanut butter filling|58.44|kcal|1.28|g|3.1|g|1.25|g|0.23|g|6.38|g|||48.48|mg
Peanut butter, sweetened, unsalted|25|g|Paste made from roasted, unsalted and ground peanuts. Available in two types with (crunchy) and with out(smooth) chunks of peanuts. Contains vegetable oil and added sugar.|160.11|kcal|6.28|g|13.18|g|1.98|g|1.55|g|3.78|g|||0.25|mg
Peanut butter, unsalted, unsweetened|25|g|Paste made from roasted, unsalted and ground peanuts. Available in two types with (crunchy) and with out(smooth) chunks of peanuts. Contains vegetable oil and no added salt or sugar.|159.15|kcal|6.28|g|13.18|g|1.98|g|1.55|g|3.53|g|||0.25|mg
Peanut cake|12|g|Peanut paste, sugar, malt & edible oil|56.76|kcal|1.81|g|3.24|g|0.62|g|0.41|g|5.1|g|||0.72|mg
Peanut kueh tutu|25|g|Kuih tutu with peanut filling|80.19|kcal|1.88|g|1.85|g|0.4|g|0.35|g|13.93|g|||0.75|mg
Peanut mee chang kueh|120|g|Mee chang kueh, peanut filling|308.4|kcal|8.76|g|6|g|1.43|g|4.08|g|54.72|g|||253.2|mg
Peanut puff|7|g|Kok chai,Puff, peanut|38.64|kcal|0.74|g|2.39|g|0.86|g|0.18|g|3.55|g|0.56|mg|3.71|mg
Peanut soup|202|g|Soup, peanut|254.52|kcal|6.67|g|18.38|g|4.04|g|4.04|g|15.55|g|||48.48|mg
Peanut with shell, steamed|148|g|Whole peanut with shell, steamed|510.6|kcal|18.8|g|42.03|g|7.68|g|6.81|g|14.36|g|||694.12|mg
Peanut, battered, deep fried|88|g||418|kcal|13.38|g|17.95|g|4.28|g|2.82|g|50.78|g|||457.6|mg
Peanut, braised|162|g|Peanut, canned, with soya sauce|396.9|kcal|19.6|g|31.91|g|5.57|g|8.75|g|7.94|g|||876.42|mg
Peanut, chocolate coated|205|g||1043.47|kcal|35.26|g|63.34|g|32.33|g|9.64|g|83.03|g|8.2|mg|170.15|mg
Peanut, coated with flour, deep-fried|50|g|Peanut, coated with flour, deep fried.|290.5|kcal|10.6|g|20.05|g|4.85|g|2.95|g|16.85|g|||283.5|mg
Peanut, coated with sugar|156|g|Sweetened peanut|880.62|kcal|28.19|g|66.27|g|10.61|g|7.72|g|42.85|g|||92.04|mg
Peanut, raw, with skin|155|g|Groundnut; kacang tanah dengan kulit|643.17|kcal|27.95|g|53.29|g|8.03|g|9.28|g|10.07|g|||1.13|mg
Peanuts with pork ribs soup|436|g||361.89|kcal|37.94|g|20.75|g|4.35|g|1.7|g|4.35|g|149.98|mg|1127.41|mg
Pear, brown, raw with peel|150|g|Long pear shape with tapering neck, brown skin and yellowish white flesh|81.48|kcal|0.39|g|0|g|0|g|4.39|g|13.42|g|||2.58|mg
Pear, canned in pear juice|55|g|Canned pear in pear juice.|25.53|kcal|0.28|g|||||0.94|g|4.79|g|||3.3|mg
Pear, canned in pear juice, drained|55|g|Canned pears drained from the pear juice in which they were canned|26.32|kcal|0.33|g|||||1.54|g|4.73|g|||3.3|mg
Pear, canned in syrup|95|g|Canned pear in syrup|63.18|kcal|0.38|g|||||1.81|g|13.4|g|||2.85|mg
Pear, canned in syrup, drained|55|g|Canned pear removed from the sugar-based syrup in which it was canned|37.1|kcal|0.33|g|||||1.65|g|7.54|g|||1.65|mg
Pear, green, peeled|245|g||60.27|kcal|0.6|g|||||3.01|g|14.46|g|||6.03|mg
Pear, green, raw with peel|235|g|Averaged weighted results of pears including Packhams Triumph, William Bartlett and Brown.|83.77|kcal|0.63|g|0|g|0|g|7.61|g|20.3|g|||4.23|mg
