recipe_name,recipe_category,servings,serving_size,serving_size_unit,ingredient_name,ingredient_amount,ingredient_unit
"Stuffed chicken, drumstick or breast, Puerto Rican style",Poultry mixed dishes,1,1080.0,g,"Crackers, saltines (includes oyster, soda, soup)",70.0,g
"Stuffed chicken, drumstick or breast, Puerto Rican style",Poultry mixed dishes,1,1080.0,g,"Garlic, raw",3.0,g
"Stuffed chicken, drumstick or breast, Puerto Rican style",Poultry mixed dishes,1,1080.0,g,"Salt, table, iodized",9.0,g
"Fish with cream or white sauce, not tuna or lobster",Seafood mixed dishes,1,100.5,g,"Fish, cod, Atlantic, cooked, dry heat",70.0,g
"Fish with cream or white sauce, not tuna or lobster",Seafood mixed dishes,1,100.5,g,White sauce or gravy,30.0,g
"Fish with cream or white sauce, not tuna or lobster",Seafood mixed dishes,1,100.5,g,"Salt, table, iodized",0.5,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Bread, crumbs, dry, grated, plain",54.0,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Crustaceans, crab, blue, cooked, moist heat",453.6,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Bread, white, commercially prepared (includes soft bread crumbs)",70.0,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Margarine, stick",84.0,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Parsley, fresh",7.6,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Egg, whole, cooked, hard-boiled",100.0,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Lemon juice, raw",31.0,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,Catsup,181.424,g
"Crab, deviled",Seafood mixed dishes,1,984.624,g,"Salt, table, iodized",3.0,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Crustaceans, crab, blue, cooked, moist heat",453.6,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Margarine, stick",42.3,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Wheat flour, white, all-purpose, enriched, bleached",15.625,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Milk, whole, 3.25% milkfat, with added vitamin D",122.0,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Onions, raw",20.0,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Peppers, sweet, green, raw",18.6,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Egg, whole, cooked, hard-boiled",100.0,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Lemon juice, raw",15.5,g
Crab imperial,Seafood mixed dishes,1,790.6250000000001,g,"Salt, table, iodized",3.0,g
Fish timbale or mousse,Seafood mixed dishes,1,765.913,g,"Fish, flatfish (flounder and sole species), raw",453.6,g
Fish timbale or mousse,Seafood mixed dishes,1,765.913,g,"Butter, salted",21.0,g
Fish timbale or mousse,Seafood mixed dishes,1,765.913,g,"Wheat flour, white, all-purpose, enriched, bleached",7.813,g
Fish timbale or mousse,Seafood mixed dishes,1,765.913,g,"Milk, whole, 3.25% milkfat, with added vitamin D",61.0,g
Fish timbale or mousse,Seafood mixed dishes,1,765.913,g,"Egg, whole, raw, fresh",100.0,g
Fish timbale or mousse,Seafood mixed dishes,1,765.913,g,"Salt, table, iodized",3.0,g
Fish timbale or mousse,Seafood mixed dishes,1,765.913,g,"Cream, fluid, heavy whipping",119.5,g
Lobster newburg,Seafood mixed dishes,1,928.825,g,"Crustaceans, lobster, northern, cooked, moist heat",340.2,g
Lobster newburg,Seafood mixed dishes,1,928.825,g,"Butter, salted",56.0,g
Lobster newburg,Seafood mixed dishes,1,928.825,g,"Wheat flour, white, all-purpose, enriched, bleached",15.625,g
Lobster newburg,Seafood mixed dishes,1,928.825,g,"Cream, fluid, light (coffee cream or table cream)",480.0,g
Lobster newburg,Seafood mixed dishes,1,928.825,g,"Egg, yolk, raw, fresh",34.0,g
Lobster newburg,Seafood mixed dishes,1,928.825,g,"Salt, table, iodized",3.0,g
Lobster with butter sauce,Shellfish,1,1019.2,g,"Crustaceans, lobster, northern, cooked, moist heat",907.2,g
Lobster with butter sauce,Shellfish,1,1019.2,g,"Butter, salted",112.0,g
Shrimp cocktail,Shellfish,1,693.6,g,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",453.6,g
Shrimp cocktail,Shellfish,1,693.6,g,"Sauce, cocktail, ready-to-serve",240.0,g
Tuna with cream or white sauce,Seafood mixed dishes,1,100.2,g,"Fish, tuna, light, canned in water, drained solids",70.0,g
Tuna with cream or white sauce,Seafood mixed dishes,1,100.2,g,White sauce or gravy,30.0,g
Tuna with cream or white sauce,Seafood mixed dishes,1,100.2,g,"Salt, table, iodized",0.2,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Crustaceans, lobster, northern, cooked, moist heat",113.4,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Butter, salted",56.0,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Wheat flour, white, all-purpose, enriched, bleached",15.625,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Cream, fluid, light (coffee cream or table cream)",480.0,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Egg, yolk, raw, fresh",34.0,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Salt, table, iodized",3.0,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",113.4,g
Seafood newburg,Seafood mixed dishes,1,928.8249999999999,g,"Crustaceans, crab, blue, cooked, moist heat",113.4,g
Seafood sauce,Shellfish,1,349.1,g,"Oil, olive, salad or cooking",56.0,g
Seafood sauce,Shellfish,1,349.1,g,"Garlic, raw",3.0,g
Seafood sauce,Shellfish,1,349.1,g,"Beverages, water, tap, drinking",59.25,g
Seafood sauce,Shellfish,1,349.1,g,"Spices, parsley, dried",0.15,g
Seafood sauce,Shellfish,1,349.1,g,"Salt, table, iodized",3.0,g
Seafood sauce,Shellfish,1,349.1,g,"Spices, oregano, dried",0.375,g
Seafood sauce,Shellfish,1,349.1,g,"Spices, pepper, black",0.525,g
Seafood sauce,Shellfish,1,349.1,g,"Mollusks, clam, mixed species, canned, liquid",113.4,g
Seafood sauce,Shellfish,1,349.1,g,"Mollusks, clam, mixed species, canned, drained solids",113.4,g
Spaghetti sauce with seafood,"Pasta sauces, tomato-based",1,320.0,g,"Sauce, pasta, spaghetti/marinara, ready-to-serve",260.0,g
Spaghetti sauce with seafood,"Pasta sauces, tomato-based",1,320.0,g,"Crustaceans, shrimp, mixed species, canned",30.0,g
Spaghetti sauce with seafood,"Pasta sauces, tomato-based",1,320.0,g,"Mollusks, clam, mixed species, canned, drained solids",30.0,g
Spaghetti sauce with seafood and added vegetables,"Pasta sauces, tomato-based",1,320.0,g,Spaghetti sauce with added vegetables,260.0,g
Spaghetti sauce with seafood and added vegetables,"Pasta sauces, tomato-based",1,320.0,g,"Crustaceans, shrimp, mixed species, canned",30.0,g
Spaghetti sauce with seafood and added vegetables,"Pasta sauces, tomato-based",1,320.0,g,"Mollusks, clam, mixed species, canned, drained solids",30.0,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Pork, fresh, ground, cooked",85.05,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Vegetable oil, NFS",28.0,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Crustaceans, shrimp, mixed species, canned",453.6,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Garlic, raw",9.0,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Soup, chicken broth, ready-to-serve",240.0,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,Soy sauce made from soy and wheat (shoyu),5.313,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Salt, table, iodized",6.0,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Sugars, granulated",4.167,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,Cornstarch,8.0,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Beverages, water, tap, drinking",29.625,g
Shrimp with lobster sauce,Seafood mixed dishes,1,918.755,g,"Egg, whole, cooked, hard-boiled",50.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Shrimp, coated, fried, made with oil",448.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Vegetable oil, NFS",35.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Garlic, raw",3.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Pineapple, raw, all varieties",113.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,Potato flour,7.458,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Beverages, water, tap, municipal",59.25,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",62.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Vinegar, cider",45.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Sugars, granulated",50.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Salt, table, iodized",1.5,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,Soy sauce made from soy and wheat (shoyu),10.625,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,Catsup,34.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Sauce, worcestershire",8.594,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Onions, cooked, boiled, drained, without salt",125.0,g
Sweet and sour shrimp,Stir-fry and soy-based sauce mixtures,1,1075.4270000000001,g,"Peppers, sweet, green, cooked, boiled, drained, without salt",73.0,g
Fish sauce,Soy-based condiments,1,100.0,g,"Sauce, fish, ready-to-serve",100.0,g
Shrimp scampi,Shellfish,1,1058.1380000000001,g,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",907.2,g
Shrimp scampi,Shellfish,1,1058.1380000000001,g,"Oil, olive, salad or cooking",112.0,g
Shrimp scampi,Shellfish,1,1058.1380000000001,g,"Parsley, fresh",15.0,g
Shrimp scampi,Shellfish,1,1058.1380000000001,g,"Garlic, raw",8.438,g
Shrimp scampi,Shellfish,1,1058.1380000000001,g,"Lemon juice, raw",15.5,g
Fish moochim,Seafood mixed dishes,1,74.358,g,"Fish, cod, Atlantic, dried and salted",42.0,g
Fish moochim,Seafood mixed dishes,1,74.358,g,Soy sauce made from soy and wheat (shoyu),13.25,g
Fish moochim,Seafood mixed dishes,1,74.358,g,"Oil, sesame, salad or cooking",9.333,g
Fish moochim,Seafood mixed dishes,1,74.358,g,"Spices, pepper, black",0.525,g
Fish moochim,Seafood mixed dishes,1,74.358,g,"Seeds, sesame seed kernels, dried (decorticated)",3.0,g
Fish moochim,Seafood mixed dishes,1,74.358,g,"Sugars, granulated",6.25,g
Fish with tomato-based sauce,Seafood mixed dishes,1,100.4,g,"Fish, cod, Atlantic, cooked, dry heat",70.0,g
Fish with tomato-based sauce,Seafood mixed dishes,1,100.4,g,"Tomato products, canned, sauce",30.0,g
Fish with tomato-based sauce,Seafood mixed dishes,1,100.4,g,"Salt, table, iodized",0.4,g
Fish curry,Seafood mixed dishes,1,102.4,g,Curry sauce,40.0,g
Fish curry,Seafood mixed dishes,1,102.4,g,Vegetables as ingredient in curry,40.0,g
Fish curry,Seafood mixed dishes,1,102.4,g,"Haddock, steamed or poached",10.0,g
Fish curry,Seafood mixed dishes,1,102.4,g,"Shrimp, steamed or boiled",10.0,g
Fish curry,Seafood mixed dishes,1,102.4,g,"Vegetable oil, NFS",2.0,g
Fish curry,Seafood mixed dishes,1,102.4,g,"Salt, table, iodized",0.4,g
Fish curry with rice,Seafood mixed dishes,1,100.0,g,Fish curry,60.0,g
Fish curry with rice,Seafood mixed dishes,1,100.0,g,"Rice, cooked, NFS",40.0,g
Mussels with tomato-based sauce,Seafood mixed dishes,1,150.0,g,"Mollusks, mussel, blue, raw",120.0,g
Mussels with tomato-based sauce,Seafood mixed dishes,1,150.0,g,"Tomato products, canned, sauce",30.0,g
Sardines with tomato-based sauce,Seafood mixed dishes,1,100.0,g,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",100.0,g
Sardines with mustard sauce,Seafood mixed dishes,1,100.0,g,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",100.0,g
Shrimp teriyaki,Stir-fry and soy-based sauce mixtures,1,100.0,g,"Crustaceans, shrimp, mixed species, cooked, moist heat (may contain additives to retain moisture)",88.0,g
Shrimp teriyaki,Stir-fry and soy-based sauce mixtures,1,100.0,g,"Sauce, teriyaki, ready-to-serve",12.0,g
Scallops with cheese sauce,Seafood mixed dishes,1,100.0,g,"Mollusks, scallop, (bay and sea), cooked, steamed",70.0,g
Scallops with cheese sauce,Seafood mixed dishes,1,100.0,g,"Cheese sauce, prepared from recipe",30.0,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Fish, snapper, mixed species, raw",453.6,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Lime juice, raw",124.0,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Lemon juice, raw",124.0,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Tomatoes, red, ripe, raw, year round average",123.0,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Onions, raw",70.0,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Spices, oregano, dried",1.5,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Salt, table, iodized",3.0,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Coriander (cilantro) leaves, raw",4.0,g
Ceviche,Seafood mixed dishes,1,931.1,g,"Peppers, jalapeno, raw",28.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Crustaceans, crab, blue, cooked, moist heat",227.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Garlic, raw",3.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Peppers, sweet, green, raw",8.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Oil, olive, salad or cooking",28.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Vinegar, cider",15.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Lime juice, raw",15.5,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Salt, table, iodized",3.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Tomato products, canned, puree, without salt added",37.5,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Coriander (cilantro) leaves, raw",3.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Onions, raw",35.0,g
"Crabs in tomato-based sauce, Puerto Rican style",Seafood mixed dishes,1,375.563,g,"Spices, oregano, dried",0.563,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Crustaceans, shrimp, mixed species, raw (may contain additives to retain moisture)",348.0,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Margarine, stick",56.0,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Oil, olive, salad or cooking",56.0,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Parsley, fresh",6.0,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Garlic, raw",9.0,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Salt, table, iodized",3.0,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Lemon juice, raw",31.0,g
"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,1,534.0,g,"Peppers, sweet, red, raw",25.0,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Cod, dried, salted, salt removed in water",453.6,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Beverages, water, tap, drinking",118.5,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Peppers, sweet, green, raw",148.8,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Onions, raw",160.0,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Oil, olive, salad or cooking",28.0,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Tomato products, canned, puree, without salt added",62.5,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Olives, ripe, canned (small-extra large)",16.8,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Capers, canned",8.6,g
"Stewed codfish, no potatoes, Puerto Rican style",Seafood mixed dishes,1,1041.8000000000002,g,"Peppers, jalapeno, raw",45.0,g
"Meat with barbecue sauce, NS as to type of meat",Meat mixed dishes,1,100.0,g,"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",70.0,g
"Meat with barbecue sauce, NS as to type of meat",Meat mixed dishes,1,100.0,g,"Sauce, barbecue",30.0,g
"Meatballs, NS as to type of meat, with sauce",Meat mixed dishes,1,518.2,g,"Ground beef, cooked",340.2,g
"Meatballs, NS as to type of meat, with sauce",Meat mixed dishes,1,518.2,g,"Egg, whole, raw, fresh",50.0,g
"Meatballs, NS as to type of meat, with sauce",Meat mixed dishes,1,518.2,g,"Salt, table, iodized",6.0,g
"Meatballs, NS as to type of meat, with sauce",Meat mixed dishes,1,518.2,g,"Soup, beef broth or bouillon, powder, prepared with water",122.0,g
"Meat loaf, Puerto Rican style",Meat mixed dishes,1,591.075,g,"Beef, ground, 80% lean meat / 20% fat, raw",226.8,g
"Meat loaf, Puerto Rican style",Meat mixed dishes,1,591.075,g,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",113.4,g
"Meat loaf, Puerto Rican style",Meat mixed dishes,1,591.075,g,"Onions, raw",70.0,g
"Meat loaf, Puerto Rican style",Meat mixed dishes,1,591.075,g,"Salt, table, iodized",6.0,g
"Meat loaf, Puerto Rican style",Meat mixed dishes,1,591.075,g,"Egg, whole, cooked, hard-boiled",100.0,g
"Meat loaf, Puerto Rican style",Meat mixed dishes,1,591.075,g,"Wheat flour, white, all-purpose, enriched, bleached",46.875,g
"Meat loaf, Puerto Rican style",Meat mixed dishes,1,591.075,g,"Vegetable oil, NFS",28.0,g
Meat with tomato-based sauce,Meat mixed dishes,1,100.48,g,"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled",70.0,g
Meat with tomato-based sauce,Meat mixed dishes,1,100.48,g,"Salt, table, iodized",0.48,g
Meat with tomato-based sauce,Meat mixed dishes,1,100.48,g,"Tomato products, canned, sauce",30.0,g
Spaghetti sauce with meat,"Pasta sauces, tomato-based",1,320.0,g,"Sauce, pasta, spaghetti/marinara, ready-to-serve",260.0,g
Spaghetti sauce with meat,"Pasta sauces, tomato-based",1,320.0,g,"Ground beef, cooked",60.0,g
Spaghetti sauce with meat and added vegetables,"Pasta sauces, tomato-based",1,320.0,g,Spaghetti sauce with added vegetables,260.0,g
